State,Term 1 start date,Term 1 end date,Council,What's On?,Icon,Short description,Suitable for,Day,Time,Where?,Address,Timezone
VIC,28/1/2025,4/4/2025,Manningham,Baby Karaoke,baby,Join us for a fun and interactive session of singing simple songs and nursery rhymes to promote early language development.,0-1,Tuesday,2:30 PM - 3:00 PM,Nunawading  Library,"379 Whitehorse Road, Nunawading",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Baby Karaoke,baby,Join us for a fun and interactive session of singing simple songs and nursery rhymes to promote early language development.,0-1,Monday,10:30 AM - 11:00 AM,The Pines  Library,"135 Reynolds Road, Pines",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Baby Karaoke,baby,Join us for a fun and interactive session of singing simple songs and nursery rhymes to promote early language development.,0-1,Thursday,2:30 PM - 3:00 PM,Vermont South  Library,"2-4 Sweeney Drive, Vermont South",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Baby Karaoke,baby,Join us for a fun and interactive session of singing simple songs and nursery rhymes to promote early language development.,0-1,Wednesday,2:30 PM - 3:00 PM,Warrandyte  Library,"6 Yarra Street, Warrandyte",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Tiny Tots,baby,Join us for a fun and interactive session of storytelling and singing to support early literacy development.,1 -2,Tuesdays,2:30 PM - 3:00 PM,Blackburn,"3-5 Central Road, Blackburn",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Tiny Tots,baby,Join us for a fun and interactive session of storytelling and singing to support early literacy development.,1 -2,Thursdays,10:30 AM - 11:00 AM,Box Hill,"1040 Whitehorse Road, Box Hill",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Tiny Tots,baby,Join us for a fun and interactive session of storytelling and singing to support early literacy development.,1 -2,Wednesdays,10:30 AM - 11:00 AM,Bulleen,"397 Thompsons Road, Bulleen",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Tiny Tots,baby,Join us for a fun and interactive session of storytelling and singing to support early literacy development.,1 -2,Mondays,10:30 AM - 11:00 AM,Doncaster,"670 Doncaster Road, Doncaster",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Tiny Tots,baby,Join us for a fun and interactive session of storytelling and singing to support early literacy development.,1 -2,Mondays,2:30 PM - 3:00 PM,Nunawading,"379 Whitehorse Road, Nunawading",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Tiny Tots,baby,Join us for a fun and interactive session of storytelling and singing to support early literacy development.,1 -2,Fridays,10:30 AM - 11:00 AM,Nunawading,"379 Whitehorse Road, Nunawading",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Tiny Tots,baby,Join us for a fun and interactive session of storytelling and singing to support early literacy development.,1 -2,Tuesdays,10:30 AM - 11:00 AM,The Pines,"135 Reynolds Road, Pines",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Tiny Tots,baby,Join us for a fun and interactive session of storytelling and singing to support early literacy development.,1 -2,Tuesdays,10:30 AM - 11:00 AM,Vermont South,"2-4 Sweeney Drive, Vermont South",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Pre School Storytime,teddy_book,Join us for a fun and interactive session of storytelling and rhymes to foster a love for reading.,2 - 3 years,Thursdays,11:00 AM - 11:45 AM,Blackburn,"3-5 Central Road, Blackburn",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Pre School Storytime,teddy_book,Join us for a fun and interactive session of storytelling and rhymes to foster a love for reading.,2 - 3 years,Fridays,11:00 AM - 11:45 AM,Box Hill,"1040 Whitehorse Road, Box Hill",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Pre School Storytime,teddy_book,Join us for a fun and interactive session of storytelling and rhymes to foster a love for reading.,2 - 3 years,Mondays,11:00 AM - 11:45 AM,Bulleen,"397 Thompsons Road, Bulleen",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Pre School Storytime,teddy_book,Join us for a fun and interactive session of storytelling and rhymes to foster a love for reading.,2 - 3 years,Wednesdays,11:00 AM - 11:45 AM,Doncaster,"670 Doncaster Road, Doncaster",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Pre School Storytime,teddy_book,Join us for a fun and interactive session of storytelling and rhymes to foster a love for reading.,2 - 3 years,Tuesdays,11:00 AM - 11:45 AM,Nunawading,"379 Whitehorse Road, Nunawading",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Pre School Storytime,teddy_book,Join us for a fun and interactive session of storytelling and rhymes to foster a love for reading.,2 - 3 years,Thursdays,11:00 AM - 11:45 AM,The Pines,"135 Reynolds Road, Pines",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Pre School Storytime,teddy_book,Join us for a fun and interactive session of storytelling and rhymes to foster a love for reading.,2 - 3 years,Fridays,11:00 AM - 11:45 AM,Vermont South,"2-4 Sweeney Drive, Vermont South",UTC+11
VIC,28/1/2025,4/4/2025,Manningham,Pre School Storytime,teddy_book,Join us for a fun and interactive session of storytelling and rhymes to foster a love for reading.,2 - 3 years,Wednesdays,11:00 AM - 11:45 AM,Warrandyte,"6 Yarra Street, Warrandyte",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Baby Storytime,teddy_book,"Join us for a fun session of simple rhymes, songs, and fingerplay. You are never too young for Storytime!",0-1 years,Monday,10:30 AM - 11:00 AM,Diamond Valley Library,"1000 Main Road, Diamond Creek",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Baby Storytime,teddy_book,"Join us for a fun session of simple rhymes, songs, and fingerplay. You are never too young for Storytime!",0-1 years,Monday,11:30 AM - 12:00 PM,Eltham Library,"275 Pitt Street, Eltham",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Baby Storytime,teddy_book,"Join us for a fun session of simple rhymes, songs, and fingerplay. You are never too young for Storytime!",0-1 years,Wednesday,10:00 AM - 10:30 AM,Mernda Library,"4 Mernda Village Drive, Mernda",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Baby Storytime,teddy_book,"Join us for a fun session of simple rhymes, songs, and fingerplay. You are never too young for Storytime!",0-1 years,Wednesday,10:30 AM - 11:00 AM,Eltham Library,"275 Pitt Street, Eltham",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Baby Storytime,teddy_book,"Join us for a fun session of simple rhymes, songs, and fingerplay. You are never too young for Storytime!",0-1 years,Wednesday,11:30 AM - 12:00 PM,Mill Park Library,"394 Plenty Road, Mill Park",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Baby Storytime,teddy_book,"Join us for a fun session of simple rhymes, songs, and fingerplay. You are never too young for Storytime!",0-1 years,Wednesday,11:30 AM - 12:00 PM,Ivanhoe Library,"255 Upper Heidelberg Road, Ivanhoe",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Baby Storytime,teddy_book,"Join us for a fun session of simple rhymes, songs, and fingerplay. You are never too young for Storytime!",0-1 years,Wednesday,2:00 PM - 2:30 PM,Eltham Library,"275 Pitt Street, Eltham",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for a fun session featuring songs, rhymes, and stories for the whole family!",1 - 5 years,Monday,10:00 AM - 10:30 AM,Yarra Plenty Mobile Library,Wollert (specific location details),UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for a fun session featuring songs, rhymes, and stories led by an expert storyteller.",1 - 5 years,Monday,10:00 AM - 10:45 AM,Watsonia Library,"4 Watsonia Road, Watsonia",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,Join us for a fun session designed for families with multiple children to enjoy together!,1 - 5 years,Monday,11:00 AM - 11:30 AM,Mernda Village Community Centre,Mernda Village (specific location details),UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for a fun session featuring songs, rhymes, and stories led by an expert storyteller.",1 - 5 years,Monday,11:15 AM - 11:45 AM,Rosanna Fire Station Community House,"10 Rosanna Road, Rosanna",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for a fun session featuring songs, rhymes, and stories with our storyteller adjusting for all ages.",1 - 5 years,Wednesday,10:00 AM - 10:30 AM,Galada Hub,"2 Galada Drive, Preston",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for a fun session featuring songs, rhymes, and stories. Our engaging storyteller will cater to all ages.",1 - 5 years,Wednesday,10:30 AM - 11:00 AM,Hurstbridge Hub,"8 Hurstbridge Road, Hurstbridge",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,Join us for a fun session made for children of different ages and development levels.,1 - 5 years,Wednesday,10:30 AM - 11:00 AM,Diamond Valley Library,"1000 Main Road, Diamond Creek",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for an open session featuring songs, rhymes, and stories, led by an expert storyteller.",1 - 5 years,Wednesday,10:30 AM - 11:00 AM,"Shared Space Olivine, Donnybrook","10 Olivine Boulevard, Donnybrook",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for a fun session with stories, songs, and rhymes told in Macedonian to develop your child's language skills.",1 - 5 years,Wednesday,1:30 PM - 2:00 PM,Thomastown Library,"30 Main Street, Thomastown",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for a fun session with stories, rhymes, songs, and activities suitable for all ages.",1 - 5 years,Thursday,10:30 AM - 11:00 AM,Macleod Community Hall,"41 Macleod Drive, Macleod",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,Join us for a fun session designed for children of different ages and development levels.,1 - 5 years,Thursday,10:30 AM - 11:00 AM,Lalor Library,"30 Lalor Road, Lalor",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,Join us for a fun session designed for children of different ages and development levels.,1 - 5 years,Friday,10:00 AM - 10:30 AM,Mill Park Library,"394 Plenty Road, Mill Park",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,Join us for a fun session designed for children of different ages and development levels.,1 - 5 years,Friday,10:00 AM - 10:30 AM,Thomastown Library,"30 Main Street, Thomastown",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,Join us for a fun session designed for children of different ages and development levels.,1 - 5 years,Friday,10:30 AM - 11:00 AM,Whittlesea Library,"25 Ferres Boulevard, South Morang",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,Join us for a fun session designed for children of different ages and development levels.,1 - 5 years,Friday,10:30 AM - 11:00 AM,Kirrip Library,"10 Kirrip Way, Kilmore",UTC+11
VIC,28/1/2025,4/4/2025,Yarra Plenty Libraries *note diff to councils,Family Storytime,teddy_book,"Join us for a fun session with stories, rhymes, songs, and activities suitable for young children.",1 - 5 years,Friday,10:30 AM - 11:00 AM,Bellfield Community Hub,"10 Bell Street, Bellfield",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Monday,10:30 AM - 11:00 AM,Bayswater Library,"1 Ethel Court, Bayswater, VIC 3153",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Friday,10:30 AM - 11:00 AM,Bayswater Library,"1 Ethel Court, Bayswater, VIC 3153",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Toddler,music_book,"Stories, songs and rhymes to support your child's development. Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.",1-3 years,Monday,11:00AM - 11:30am,Belgrave Library,"1634 Belgrave-Gembrook Rd, Belgrave, VIC 3160",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Monday,2:00 PM - 2:30pm,Belgrave Library,"1634 Belgrave-Gembrook Rd, Belgrave, VIC 3160",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Preschool,?,Helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,3-5 years,Tuesday,11:00 AM,Belgrave Library,"1634 Belgrave-Gembrook Rd, Belgrave, VIC 3160",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Cuddle & Connect,?,"Cuddle up with your little one, and join us for our special storytime for gentle rhymes, songs, lullabies and stories.
You are welcome to enjoy a cuppa, and the company of fellow parents and parents-to-be, before and after our session.",0 - 0.25 months,Monday,9:30 AM,Boronia Library,"1 Park Crescent, Boronia, VIC 3155",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Toddler,music_book,"Stories, songs and rhymes to support your child's development. Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.",1-3 years,Tuesday,10:00 AM,Boronia Library,"1 Park Crescent, Boronia, VIC 3155",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Tuesday,1:00 PM,Boronia Library,"1 Park Crescent, Boronia, VIC 3155",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Wednesday,10:00 AM,Boronia Library,"1 Park Crescent, Boronia, VIC 3155",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Preschool,?,Helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,3-6 years,Tuesday,11:00 AM,Croydon Library,"5 Civic Square, Croydon, VIC 3136",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Toddler,?,"Stories, songs and rhymes to support your child's development. Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.",1-3 years,Thursday,10:00 AM,Croydon Library,"5 Civic Square, Croydon, VIC 3136",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Friday,11:00 AM,Croydon Library,"5 Civic Square, Croydon, VIC 3136",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Friday,2:00 PM,Croydon Library,"5 Civic Square, Croydon, VIC 3136",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Monday,9:30 AM,Ferntree Gully Library,"1010 Burwood Highway, Ferntree Gully, VIC 3156",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Toddler,?,"Stories, songs and rhymes to support your child's development. Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.",1-3 years,Wednesday,1:00 PM,Ferntree Gully Library,"1010 Burwood Highway, Ferntree Gully, VIC 3156",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Thursday,11:00 AM,Ferntree Gully Library,"1010 Burwood Highway, Ferntree Gully, VIC 3156",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Tuesday,11:00 AM,Healesville Library,"150 Maroondah Highway, Healesville, VIC 3777",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Wednesday,10:30 AM,Healesville Library,"150 Maroondah Highway, Healesville, VIC 3777",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Toddler,?,"Stories, songs and rhymes to support your child's development. Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.",1-3 years,Friday,9:30 AM,Healesville Library,"150 Maroondah Highway, Healesville, VIC 3777",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Preschool,?,Helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,3-6 years,Tuesday,11:00 AM,Knox Library – Ngarrgoo,"1-15 William Street, Bayswater, VIC 3153",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Toddler,?,"Stories, songs and rhymes to support your child's development. Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.",1-3 years,Wednesday,10:00 AM,Knox Library – Ngarrgoo,"1-15 William Street, Bayswater, VIC 3153",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Thursday,10:30 AM,Knox Library – Ngarrgoo,"1-15 William Street, Bayswater, VIC 3153",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Friday,10:00 AM,Knox Library – Ngarrgoo,"1-15 William Street, Bayswater, VIC 3153",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Toddler,?,"Stories, songs and rhymes to support your child's development. Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.",1-3 years,Monday,10:00 AM,Lilydale Library,"6 Anderson Street, Lilydale, VIC 3140",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Tuesday,11:00 AM,Lilydale Library,"6 Anderson Street, Lilydale, VIC 3140",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Wednesday,2:00 PM,Lilydale Library,"6 Anderson Street, Lilydale, VIC 3140",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Thursday,10:00 AM,Lilydale Library,"6 Anderson Street, Lilydale, VIC 3140",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Thursday,11:00 AM,Miller’s Homestead,"22 Millers Lane, Murrindindi, VIC 3717",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Thursday,2:00 PM,Miller’s Homestead,"22 Millers Lane, Murrindindi, VIC 3717",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Toddler,?,"Stories, songs and rhymes to support your child's development. Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.",1-3 years,Monday,10:00 AM,Montrose Library,"935 Mount Dandenong Road, Montrose, VIC 3767",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Family,?,Storytime helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,0-6 years,Thursday,9:30 AM,Montrose Library,"935 Mount Dandenong Road, Montrose, VIC 3767",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Thursday,11:00 AM,Montrose Library,"935 Mount Dandenong Road, Montrose, VIC 3767",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Preschool,?,Helps your child develop early literacy skills and a lifelong love of books. It is also a special time to bond with your child.,3-6 years,Monday,10:00 AM,Mooroolbark Library,"1 Brice Avenue, Mooroolbark, VIC 3138",UTC+11
VIC,28/1/2025,4/4/2025,Knox,Tiny Tots,baby,"Simple stories, songs, and rhymes to support your baby's development.  Storytime introduces language and literacy, and is a special time to bond with your baby.",0-1 year,Wednesday,11:00 AM,Mooroolbark Library,"1 Brice Avenue, Mooroolbark, VIC 3138",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Preschool Storytime,teddy_book,"Enjoy the fun stories, songs, rhymes and activities with your child.​",3-5 years,Monday,10:30am - 11:15am,Library at The Dock,"107 Victoria Harbour Promenade, Docklands VIC 3008",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Preschool Storytime,teddy_book,"Enjoy the fun stories, songs, rhymes and activities with your child.​",3-5 years,Tuesday,10:30am - 11:15am,North Melbourne Library,"66 Errol Street, North Melbourne VIC 3051",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Stompers,music_book,"Music, rhymes and stories to encourage your child to have a lifelong love of books.",1.5 - 3 years,Monday,10:30am - 11:00 am,East Melbourne Library,"122 George Street, East Melbourne VIC 3002",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Stompers,music_book,"Music, rhymes and stories to encourage your child to have a lifelong love of books.",1.5 - 3 years,Monday,10:30am - 11:15am,Kathleen Syme Library,"251 Faraday Street, Carlton VIC 3053",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Stompers,music_book,"Music, rhymes and stories to encourage your child to have a lifelong love of books.",1.5 - 3 years,Tuesday,10:30am - 11:00 am,Library at The Dock,"107 Victoria Harbour Promenade, Docklands VIC 3008",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Stompers,music_book,"Music, rhymes and stories to encourage your child to have a lifelong love of books.",1.5 - 3 years,Thursday,10:30am - 11:00 am,North Melbourne Library,"66 Errol Street, North Melbourne VIC 3051",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Stompers,music_book,"Music, rhymes and stories to encourage your child to have a lifelong love of books.",1.5 - 3 years,Friday,10:30am - 11:00 am,narrm ngarrgu Library,"141 Therry Street, Melbourne VIC 3000",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Stompers,music_book,"Music, rhymes and stories to encourage your child to have a lifelong love of books.",1.5 - 3 years,Thursday,10:30am - 11:00 am,Southbank Library,"207 City Road, Southbank VIC 3006",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Songbirds,music_book,"Songs, rhymes and stories will engage your budding bookworm’s mind and introduce them to the fun and rhythm of language.​",0 - 1.5 years,Monday,10:30am - 11:00 am,North Melbourne Library,"66 Errol Street, North Melbourne VIC 3051",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Songbirds,music_book,"Songs, rhymes and stories will engage your budding bookworm’s mind and introduce them to the fun and rhythm of language.​",0 - 1.5 years,Wednesday,10:30am - 11:00 am,North Melbourne Library,"66 Errol Street, North Melbourne VIC 3051",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Songbirds,music_book,"Songs, rhymes and stories will engage your budding bookworm’s mind and introduce them to the fun and rhythm of language.​",0 - 1.5 years,Monday,10:30am - 11:00 am,Southbank Library,"207 City Road, Southbank VIC 3006",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Songbirds,music_book,"Songs, rhymes and stories will engage your budding bookworm’s mind and introduce them to the fun and rhythm of language.​",0 - 1.5 years,Tuesday,10:30am - 11:00 am,Kathleen Syme Library,"251 Faraday Street, Carlton VIC 3053",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Songbirds,music_book,"Songs, rhymes and stories will engage your budding bookworm’s mind and introduce them to the fun and rhythm of language.​",0 - 1.5 years,Wednesday,10:30am - 11:00 am,Library at The Dock,"107 Victoria Harbour Promenade, Docklands VIC 3008",UTC+11
VIC,28/1/2025,4/4/2025,Melbourne,Songbirds,music_book,"Songs, rhymes and stories will engage your budding bookworm’s mind and introduce them to the fun and rhythm of language.​",0 - 1.5 years,Thursday,10:30am - 11:00 am,East Melbourne Library,"122 George Street, East Melbourne VIC 3002",UTC+11
