name,start_time,end_time,day,location
Toddlertime,10:30,11:00,Tuesday,Glenroy Library
Toddlertime,10:00,10:30,Wednesday,Brunswick Library
Toddlertime,10:30,11:00,Thursday,Campell Turnbull Library
Rhymetime,10:30,11:00,Tuesday,Fawkner Library
Rhymetime,10:30,11:00,Wednesday,Glenroy Library
Rhymetime,10:30,11:00,Thursday,Coburg Library
Rhymetime,11:30,00:00,Thursday,Coburg Library
Rhymetime,10:00,10:30,Friday,Brunswick Library
Rhymetime,11:00,11:30,Friday,Brunswick Library
Wordplay,10:30,11:00,Wednesday,Fawkner Library
Baby Bounce,10:30,11:00,Tuesday,Deer Park Library
Baby Bounce,14:00,14:30,Tuesday,Keilor Library
Baby Bounce,10:30,11:00,Wednesday,St Albans Library
Baby Bounce,10:30,11:00,Thursday,Sunshine Library
Baby Bounce,10:30,11:00,Monday,Sydenham Library
Toddler Storytime,10:30,11:00,Monday,Deer Park Library
Toddler Storytime,13:00,13:30,Friday,St Albans Library
Toddler Storytime,10:30,11:00,Wednesday,Sunshine Library
Toddler Storytime,10:30,11:00,Tuesday,Sydenham Library
Toddler Storytime,10:30,11:00,Thursday,Sydenham Library
Preschool Storytime,10:30,11:00,Wednesday,Deer Park Library
Preschool Storytime,10:30,11:00,Wednesday,Keilor Library
Preschool Storytime,10:30,11:00,Monday,St Albans Library
Preschool Storytime,14:00,14:30,Monday,Sunshine Library
Preschool Storytime,10:30,11:00,Friday,Sydenham Library
Let's Read Together,10:30,11:00,Friday,Sunshine Library
Family & Auslan Storytime,10:30,11:00,Saturday,St Albans Library
Bilingual Storytime - Vietnamese,11:15,11:45,Monday,St Albans Library
Bilingual Storytime - Burmese,10:00,10:30,Monday,Deer Park Library
Sensory Storytime,10:00,10:30,Friday,Deer Park Library
Baby Time,14:00,14:30,Tuesday,Hoppers Crossing (Plaza) Library
Baby Time,10:30,11:00,Wednesday,Hoppers Crossing (Plaza) Library
Baby Time,14:00,14:30,Monday,Julia Gillard Library Tarneit
Baby Time,10:00,10:30,Wednesday,Julia Gillard Library Tarneit
Baby Time,10:30,11:00,Tuesday,Manor Lakes Library
Baby Time,10:30,11:00,Wednesday,Manor Lakes Library
Baby Time,14:00,14:30,Thursday,Point Cook Library
Baby Time,11:30,12:00,Friday,Point Cook Library
Baby Time,14:00,14:30,Wednesday,Truganina Library Lounge
Baby Time,14:00,14:30,Monday,Williams Landing Library Lounge
Baby Time,10:30,11:00,Tuesday,Williams Landing Library Lounge
Baby Time,14:00,14:30,Thursday,Williams Landing Library Lounge
Baby Time,14:00,14:30,Friday,Williams Landing Library Lounge
Rhyme Time,14:00,14:30,Tuesday,Julia Gillard Library Tarneit
Rhyme Time,10:00,10:30,Thursday,Julia Gillard Library Tarneit
Rhyme Time,09:30,10:00,Friday,Julia Gillard Library Tarneit
Rhyme Time,10:30,11:00,Tuesday,Hoppers Crossing (Plaza) Library
Rhyme Time,10:30,11:00,Thursday,Hoppers Crossing (Plaza) Library
Rhyme Time,10:30,11:00,Friday,Hoppers Crossing (Plaza) Library
Rhyme Time,12:30,13:00,Monday,Manor Lakes Library
Rhyme Time,10:30,11:00,Thursday,Manor Lakes Library
Rhyme Time,09:30,10:00,Tuesday,Point Cook Library
Rhyme Time,09:30,10:00,Wednesday,Point Cook Library
Rhyme Time,10:15,10:45,Saturday,Point Cook Library
Rhyme Time,10:30,11:00,Tuesday,Truganina Library Lounge
Rhyme Time,10:30,11:00,Thursday,Truganina Library Lounge
Rhyme Time,10:30,11:00,Monday,Williams Landing Library Lounge
Rhyme Time,10:15,10:45,Wednesday,Williams Landing Library Lounge
Rhyme Time,11:30,12:00,Wednesday,Williams Landing Library Lounge
Rhyme Time,10:30,11:00,Thursday,Williams Landing Library Lounge
Rhyme Time,09:30,10:00,Friday,Williams Landing Library Lounge
Rhyme Time,11:00,11:30,Friday,Williams Landing Library Lounge
Rhyme Time - Pop Up,10:00,10:30,Wednesday,Dianella Community Centre
Rhyme Time - Pop Up,14:15,14:45,Thursday,The Grange Community Centre
Rhyme Time - Pop Up,10:00,10:30,Tuesday,Lollypop Creek Community Centre
Rhyme Time - Pop Up,13:45,14:15,Tuesday,Saltwater Community Centre
Rhyme Time - Pop Up,10:00,10:30,Thursday,"Wyndham Park, West Lawn"
Story Time,11:00,11:30,Wednesday,Julia Gillard Library Tarneit
Story Time,10:30,11:00,Friday,Manor Lakes Library
Story Time,11:00,11:30,Tuesday,Point Cook Library
Story Time,10:00,10:30,Friday,Point Cook Library
Story Time,10:00,10:30,Monday,Newport Community Hub
Baby Time ,11:00,11:30,Monday,Newport Community Hub
Game On!,15:30,16:30,Monday,Newport Community Hub
Baby Time,11:00,11:30,Tuesday,Altona Library
LEGO Challenge ,15:30,16:30,Tuesday,Williamstown Library
Baby Time ,09:30,10:00,Wednesday,Seabrook Community Centre
Story Time,10:00,10:30,Wednesday,Brooklyn Community Hall
Story Time ,10:30,11:00,Wednesday,Seabrook Community Centre
Baby Time ,11:00,11:30,Wednesday,Brooklyn Community Hall
STEAM Discovery Time,11:00,12:00,Wednesday,Altona Meadows Library and Learning Centre
Story Time,10:00,10:30,Thursday,Altona Meadows Library and Learning Centre
Baby Time,11:00,11:30,Thursday,Altona Meadows Library and Learning Centre
Environmental Discovery Time,11:00,12:00,Thursday,Altona Library
LEGO Challenge ,15:30,16:30,Thursday,STEAM Centre at Altona Meadows Library
Story Time,09:30,10:00,Friday,Woods Street Art Space
Story Time ,10:00,10:30,Friday,Williamstown Library
Baby Time ,11:00,11:30,Friday,Williamstown Library
STEAM Club,15:30,16:30,Friday,Altona Meadows Library and Learning Centre
Story Time,10:00,10:30,Monday,Altona Library
Story Time,11:00,11:45,Tuesday,Braybrook Library
Story Time,11:00,11:45,Wednesday,Footscray Library
Story Time,11:00,11:45,Thursday,Maribyrnong Library
Story Time,11:00,11:30,Saturday,West Footscray Library
Story Time,11:00,11:30,Monday,Yarraville Library
Toddler Time,14:00,14:30,Monday,Braybrook Library
Toddler Time,11:00,11:30,Wednesday,Yarraville Library
Toddler Time,11:00,11:30,Friday,West Footscray Library
Bilingual Story Time,11:00,11:30,Wednesday,Braybrook Library
Baby Rhyme Time,14:00,14:30,Wednesday,Footscray Library
Baby Rhyme Time,11:00,11:30,Thursday,Yarraville Library
Baby Rhyme Time,14:00,14:30,Thursday,Maribyrnong Library
Baby Rhyme Time,11:00,11:30,Friday,Braybrook Library
Baby Rhyme Time,11:00,11:30,Tuesday,West Footscray Library
Kids Club,16:00,17:00,Wednesday,Braybrook Library
Kids Club,11:00,12:00,Saturday,Braybrook Library
Kids Club,16:00,17:00,Friday,Yarraville Library
Busy Builders,11:00,12:00,Thursday,West Footscray Library
Auslan Bilingual Story Time,11:00,11:45,Tuesday,Braybrook Library
Baby Karaoke,10:30,11:00,Monday,Box Hill Library
Baby Karaoke,14:30,15:00,Thursday,Bulleen Library
Baby Karaoke,14:30,15:00,Tuesday,Doncaster  Library
Baby Karaoke,14:30,15:00,Tuesday,Nunawading  Library
Baby Karaoke,10:30,11:00,Monday,The Pines  Library
Baby Karaoke,14:30,15:00,Thursday,Vermont South  Library
Baby Karaoke,14:30,15:00,Wednesday,Warrandyte  Library
Tiny Tots,14:30,15:00,Tuesdays,Blackburn
Tiny Tots,10:30,11:00,Thursdays,Box Hill
Tiny Tots,10:30,11:00,Wednesdays,Bulleen
Tiny Tots,10:30,11:00,Mondays,Doncaster
Tiny Tots,14:30,15:00,Mondays,Nunawading
Tiny Tots,10:30,11:00,Fridays,Nunawading
Tiny Tots,10:30,11:00,Tuesdays,The Pines
Tiny Tots,10:30,11:00,Tuesdays,Vermont South
Pre School Storytime,11:00,11:45,Thursdays,Blackburn
Pre School Storytime,11:00,11:45,Fridays,Box Hill
Pre School Storytime,11:00,11:45,Mondays,Bulleen
Pre School Storytime,11:00,11:45,Wednesdays,Doncaster
Pre School Storytime,11:00,11:45,Tuesdays,Nunawading
Pre School Storytime,11:00,11:45,Thursdays,The Pines
Pre School Storytime,11:00,11:45,Fridays,Vermont South
Pre School Storytime,11:00,11:45,Wednesdays,Warrandyte
Baby Storytime,10:30,11:00,Monday,Diamond Valley Library
Baby Storytime,11:30,12:00,Monday,Eltham Library
Baby Storytime,10:00,10:30,Wednesday,Mernda Library
Baby Storytime,10:30,11:00,Wednesday,Eltham Library
Baby Storytime,11:30,12:00,Wednesday,Mill Park Library
Baby Storytime,11:30,12:00,Wednesday,Ivanhoe Library
Baby Storytime,14:00,14:30,Wednesday,Eltham Library
Family Storytime,10:00,10:30,Monday,Yarra Plenty Mobile Library
Family Storytime,10:00,10:45,Monday,Watsonia Library
Family Storytime,11:00,11:30,Monday,Mernda Village Community Centre
Family Storytime,11:15,11:45,Monday,Rosanna Fire Station Community House
Family Storytime,10:00,10:30,Wednesday,Galada Hub
Family Storytime,10:30,11:00,Wednesday,Hurstbridge Hub
Family Storytime,10:30,11:00,Wednesday,Diamond Valley Library
Family Storytime,10:30,11:00,Wednesday,"Shared Space Olivine, Donnybrook"
Family Storytime,13:30,14:00,Wednesday,Thomastown Library
Family Storytime,10:30,11:00,Thursday,Macleod Community Hall
Family Storytime,10:30,11:00,Thursday,Lalor Library
Family Storytime,10:00,10:30,Friday,Mill Park Library
Family Storytime,10:00,10:30,Friday,Thomastown Library
Family Storytime,10:30,11:00,Friday,Whittlesea Library
Family Storytime,10:30,11:00,Friday,Kirrip Library
Family Storytime,10:30,11:00,Friday,Bellfield Community Hub
Tiny Tots,10:30,11:00,Monday,Bayswater Library
Family,10:30,11:00,Friday,Bayswater Library
Toddler,11:00,11:30,Monday,Belgrave Library
Tiny Tots,14:00,14:30,Monday,Belgrave Library
Preschool,11:00,11:30,Tuesday,Belgrave Library
Cuddle & Connect,09:30,10:00,Monday,Boronia Library
Toddler,10:00,10:30,Tuesday,Boronia Library
Tiny Tots,13:00,13:30,Tuesday,Boronia Library
Family,10:00,10:30,Wednesday,Boronia Library
Preschool,11:00,11:30,Tuesday,Croydon Library
Toddler,10:00,10:30,Thursday,Croydon Library
Family,11:00,11:30,Friday,Croydon Library
Tiny Tots,14:00,14:30,Friday,Croydon Library
Tiny Tots,09:30,10:00,Monday,Ferntree Gully Library
Toddler,13:00,13:30,Wednesday,Ferntree Gully Library
Family,11:00,11:30,Thursday,Ferntree Gully Library
Tiny Tots,11:00,11:30,Tuesday,Healesville Library
Family,10:30,11:00,Wednesday,Healesville Library
Toddler,09:30,10:00,Friday,Healesville Library
Preschool,11:00,11:30,Tuesday,Knox Library – Ngarrgoo
Toddler,10:00,10:30,Wednesday,Knox Library – Ngarrgoo
Family,10:30,11:00,Thursday,Knox Library – Ngarrgoo
Tiny Tots,10:00,10:30,Friday,Knox Library – Ngarrgoo
Toddler,10:00,10:30,Monday,Lilydale Library
Family,11:00,11:30,Tuesday,Lilydale Library
Tiny Tots,14:00,14:30,Wednesday,Lilydale Library
Family,10:00,10:30,Thursday,Lilydale Library
Family,11:00,11:30,Thursday,Miller’s Homestead
Tiny Tots,14:00,14:30,Thursday,Miller’s Homestead
Toddler,10:00,10:30,Monday,Montrose Library
Family,09:30,10:00,Thursday,Montrose Library
Tiny Tots,11:00,11:30,Thursday,Montrose Library
Preschool,10:00,10:30,Monday,Mooroolbark Library
Tiny Tots,11:00,11:30,Wednesday,Mooroolbark Library
Preschool Storytime,10:30,11:15,Monday,Library at The Dock
Preschool Storytime,10:30,11:15,Tuesday,North Melbourne Library
Stompers,10:30,11:00,Monday,East Melbourne Library
Stompers,10:30,11:15,Monday,Kathleen Syme Library
Stompers,10:30,11:00,Tuesday,Library at The Dock
Stompers,10:30,11:00,Thursday,North Melbourne Library
Stompers,10:30,11:00,Friday,narrm ngarrgu Library
Stompers,10:30,11:00,Thursday,Southbank Library
Songbirds,10:30,11:00,Monday,North Melbourne Library
Songbirds,10:30,11:00,Wednesday,North Melbourne Library
Songbirds,10:30,11:00,Monday,Southbank Library
Songbirds,10:30,11:00,Tuesday,Kathleen Syme Library
Songbirds,10:30,11:00,Wednesday,Library at The Dock
Songbirds,10:30,11:00,Thursday,East Melbourne Library
Preschool,09:30,10:00,Monday,Seaford Library
Tiny Tots,10:00,10:30,Monday,Frankston Library
Preschool,10:30,11:15,Monday,Carrum Downs Library
Preschool,11:00,11:30,Monday,Frankston Library
Baby Rhyme Time,11:30,12:00,Monday,Frankston Library
Tiny Tots,14:30,15:00,Monday,Seaford Library
General Play,09:30,10:00,Tuesday,Karingal Place
Tiny Tots,10:00,10:30,Tuesday,Frankston Library
Baby Rhyme Time,10:30,11:15,Tuesday,Carrum Downs Library
Baby Rhyme Time,11:00,11:30,Tuesday,Seaford Library
Tiny Tots,11:30,12:00,Tuesday,Carrum Downs Library
General Play,09:30,10:00,Wednesday,Healthy Futures Hub
Preschool,10:00,10:30,Wednesday,Carrum Downs Library
General Play,11:30,12:00,Wednesday,Langwarrin Library
Tiny Tots,09:30,10:00,Thursday,Seaford Library
General Play,10:00,10:30,Thursday,Frankston North Library
Preschool,10:30,11:15,Thursday,Frankston Library
Baby Rhyme Time,11:00,11:30,Thursday,Carrum Downs Library
Tiny Tots,11:30,12:00,Thursday,Carrum Downs Library
Tiny Tots,14:30,15:00,Thursday,Seaford Library
General Play,09:30,10:00,Friday,Frankston South Library
General Play,10:00,10:30,Friday,Langwarrin Library
Tiny Tots,11:00,11:30,Friday,Carrum Downs Library
